1 10 0 142 38
1 11 0.0416667 142 38
1 12 0.0833333 142 38
1 13 0.125 142 38
1 14 0.166667 142 38
1 15 0.208333 142 38
1 16 0.25 142 38
1 17 0.291667 142 38
1 18 0.333333 142 38
1 19 0.375 142 38
1 20 0.416667 142 38
1 21 0.458333 142 38
1 22 0.5 142 38
1 23 0.541667 142 38
1 24 0.583333 142 38
1 25 0.625 142 38
1 26 0.666667 142 38
1 27 0.708333 142 38
1 28 0.75 142 38
1 29 0.791667 142 38
1 30 0.833333 142 38
1 31 0.875 142 38
1 32 0.916667 142 38
1 33 0.958333 142 38
1 34 1 137 33
1 35 1.04167 140 37
1 36 1.08333 141 38
1 37 1.125 141 38
1 38 1.16667 141 38
1 39 1.20833 141 38
1 40 1.25 141 38
1 41 1.29167 141 38
1 42 1.33333 141 38
1 43 1.375 141 38
1 44 1.41667 141 38
1 45 1.45833 141 38
1 46 1.5 141 38
1 47 1.54167 141 38
1 48 1.58333 141 38
1 49 1.625 141 38
1 50 1.66667 141 38
1 51 1.70833 141 38
1 52 1.75 141 38
1 53 1.79167 141 38
1 54 1.83333 142 38
1 55 1.875 142 38
1 56 1.91667 142 38
1 57 1.95833 142 37
1 58 2 142 38
1 59 2.04167 142 38
1 60 2.08333 142 38
1 61 2.125 142 38
1 62 2.16667 142 38
1 63 2.20833 142 38
1 64 2.25 142 38
1 65 2.29167 142 38
1 66 2.33333 142 38
1 67 2.375 142 38
1 68 2.41667 142 38
1 69 2.45833 142 38
1 70 2.5 142 38
1 71 2.54167 142 38
1 72 2.58333 142 38
1 73 2.625 142 38
1 74 2.66667 142 37
1 75 2.70833 142 38
1 76 2.75 142 38
1 77 2.79167 142 38
1 78 2.83333 142 37
1 79 2.875 142 37
1 80 2.91667 142 37
1 81 2.95833 142 37
1 82 3 142 37
1 83 3.04167 142 37
1 84 3.08333 142 37
1 85 3.125 142 37
1 86 3.16667 142 37
1 87 3.20833 142 37
1 88 3.25 142 38
1 89 3.29167 142 37
1 90 3.33333 142 37
1 91 3.375 142 37
1 92 3.41667 142 37
1 93 3.45833 142 37
1 94 3.5 142 37
1 95 3.54167 142 37
1 96 3.58333 142 37
1 97 3.625 137 32
1 98 3.66667 141 37
1 99 3.70833 142 38
1 100 3.75 142 38
1 101 3.79167 142 37
1 102 3.83333 142 37
1 103 3.875 142 38
1 104 3.91667 142 38
1 105 3.95833 142 38
1 106 4 142 37
1 107 4.04167 142 38
1 108 4.08333 142 38
1 109 4.125 142 38
1 110 4.16667 142 38
1 111 4.20833 142 38
1 112 4.25 142 37
1 113 4.29167 142 37
1 114 4.33333 142 38
1 115 4.375 142 38
1 116 4.41667 142 38
1 117 4.45833 142 37
1 118 4.5 142 37
1 119 4.54167 142 38
1 120 4.58333 142 38
1 121 4.625 142 38
1 122 4.66667 142 38
1 123 4.70833 142 38
1 124 4.75 142 38
1 125 4.79167 142 38
1 126 4.83333 142 38
1 127 4.875 142 38
1 128 4.91667 142 37
1 129 4.95833 142 37
1 130 5 142 38
1 131 5.04167 142 38
1 132 5.08333 142 38
1 133 5.125 142 38
1 134 5.16667 142 37
1 135 5.20833 142 37
1 136 5.25 142 38
1 137 5.29167 142 38
1 138 5.33333 142 37
1 139 5.375 142 37
1 140 5.41667 142 37
1 141 5.45833 142 37
1 142 5.5 142 38
1 143 5.54167 142 37
1 144 5.58333 142 37
1 145 5.625 142 37
1 146 5.66667 142 37
1 147 5.70833 142 37
1 148 5.75 142 37
1 149 5.79167 142 37
1 150 5.83333 142 37
1 151 5.875 142 37
1 152 5.91667 142 37
1 153 5.95833 142 37
1 154 6 142 37
1 155 6.04167 142 37
1 156 6.08333 142 37
1 157 6.125 142 37
1 158 6.16667 142 37
1 159 6.20833 142 37
1 160 6.25 142 37
1 161 6.29167 142 37
1 162 6.33333 142 37
1 163 6.375 142 37
1 164 6.41667 142 37
1 165 6.45833 142 37
1 166 6.5 142 37
1 167 6.54167 142 37
1 168 6.58333 142 37
1 169 6.625 142 38
1 170 6.66667 142 38
1 171 6.70833 142 37
1 172 6.75 142 37
1 173 6.79167 142 37
1 174 6.83333 142 37
1 175 6.875 142 37
1 176 6.91667 142 37
1 177 6.95833 142 37
1 178 7 142 37
1 179 7.04167 142 37
1 180 7.08333 142 37
1 181 7.125 142 37
1 182 7.16667 142 37
1 183 7.20833 142 37
1 184 7.25 142 37
1 185 7.29167 142 37
1 186 7.33333 142 37
1 187 7.375 142 37
1 188 7.41667 142 37
1 189 7.45833 142 37
1 190 7.5 142 37
1 191 7.54167 142 37
1 192 7.58333 142 37
1 193 7.625 142 37
1 194 7.66667 142 37
1 195 7.70833 142 37
1 196 7.75 142 37
1 197 7.79167 142 37
1 198 7.83333 142 37
1 199 7.875 142 37
1 200 7.91667 142 37
1 201 7.95833 142 37
1 202 8 142 37
1 203 8.04167 142 37
1 204 8.08333 142 37
1 205 8.125 142 37
1 206 8.16667 142 37
1 207 8.20833 142 37
1 208 8.25 142 37
1 209 8.29167 142 37
1 210 8.33333 142 37
1 211 8.375 142 37
1 212 8.41667 142 37
1 213 8.45833 142 37
1 214 8.5 142 37
1 215 8.54167 142 37
1 216 8.58333 142 37
1 217 8.625 142 37
1 218 8.66667 142 37
1 219 8.70833 142 37
1 220 8.75 142 37
1 221 8.79167 142 37
1 222 8.83333 142 37
1 223 8.875 142 37
1 224 8.91667 142 37
1 225 8.95833 142 37
1 226 9 142 37
1 227 9.04167 142 37
1 228 9.08333 142 37
1 229 9.125 142 37
1 230 9.16667 142 37
1 231 9.20833 142 37
1 232 9.25 142 37
1 233 9.29167 142 37
1 234 9.33333 142 37
1 235 9.375 142 37
1 236 9.41667 142 37
1 237 9.45833 142 37
1 238 9.5 142 37
