1 19 0.375 413 368
1 20 0.416667 413 368
1 21 0.458333 413 368
1 22 0.5 413 368
1 23 0.541667 413 368
1 24 0.583333 413 368
1 25 0.625 413 368
1 26 0.666667 413 368
1 27 0.708333 413 368
1 28 0.75 413 368
1 29 0.791667 413 368
1 30 0.833333 413 368
1 31 0.875 413 368
1 32 0.916667 413 368
1 33 0.958333 416 371
1 34 1 414 370
1 35 1.04167 413 368
1 36 1.08333 413 368
1 37 1.125 413 368
1 38 1.16667 413 368
1 40 1.25 413 368
1 41 1.29167 413 368
1 42 1.33333 413 368
1 43 1.375 413 368
1 44 1.41667 413 368
1 45 1.45833 413 368
1 46 1.5 413 368
1 47 1.54167 413 368
1 48 1.58333 413 368
1 51 1.70833 413 368
1 52 1.75 413 368
1 53 1.79167 413 368
1 54 1.83333 413 368
1 57 1.95833 413 368
1 58 2 413 368
1 59 2.04167 413 368
1 62 2.16667 412 368
1 63 2.20833 412 368
1 64 2.25 412 367
1 65 2.29167 411 366
1 66 2.33333 410 364
1 67 2.375 408 359
1 68 2.41667 406 355
1 69 2.45833 405 350
1 70 2.5 404 343
1 71 2.54167 405 336
1 72 2.58333 406 327
1 73 2.625 407 319
1 74 2.66667 407 312
1 75 2.70833 407 307
1 76 2.75 407 303
1 77 2.79167 408 298
1 78 2.83333 409 294
1 79 2.875 410 288
1 80 2.91667 411 282
1 81 2.95833 411 276
1 82 3 411 270
1 83 3.04167 411 267
1 84 3.08333 412 264
1 85 3.125 413 261
1 97 3.625 413 274
1 98 3.66667 409 279
1 99 3.70833 408 285
1 100 3.75 408 291
1 101 3.79167 409 298
1 102 3.83333 410 304
1 103 3.875 411 311
1 104 3.91667 413 319
1 105 3.95833 414 325
1 108 4.08333 414 347
1 110 4.16667 414 358
1 113 4.29167 414 365
1 114 4.33333 414 368
1 115 4.375 414 371
1 116 4.41667 414 373
1 117 4.45833 413 375
1 118 4.5 413 375
1 119 4.54167 413 375
1 120 4.58333 413 370
1 121 4.625 412 364
1 122 4.66667 412 357
1 123 4.70833 413 349
1 129 4.95833 412 312
1 130 5 410 306
1 131 5.04167 410 300
1 132 5.08333 410 294
1 133 5.125 409 288
1 134 5.16667 409 283
1 135 5.20833 408 278
1 136 5.25 408 273
1 137 5.29167 409 269
1 138 5.33333 411 266
1 147 5.70833 412 247
1 148 5.75 411 246
1 149 5.79167 411 246
1 150 5.83333 409 247
1 151 5.875 408 255
1 152 5.91667 408 262
1 153 5.95833 409 268
1 154 6 410 275
1 155 6.04167 410 281
1 156 6.08333 411 292
1 157 6.125 410 302
1 158 6.16667 409 310
1 159 6.20833 411 317
1 160 6.25 412 324
1 161 6.29167 414 331
1 162 6.33333 413 336
1 163 6.375 412 341
1 164 6.41667 411 346
1 165 6.45833 410 351
1 166 6.5 410 354
1 167 6.54167 412 358
1 168 6.58333 413 361
1 169 6.625 414 365
1 170 6.66667 414 368
1 171 6.70833 413 370
1 172 6.75 412 371
1 173 6.79167 412 373
1 174 6.83333 412 374
1 175 6.875 412 374
1 176 6.91667 412 372
1 177 6.95833 412 369
1 178 7 411 362
1 179 7.04167 410 353
1 180 7.08333 410 344
1 181 7.125 410 336
1 182 7.16667 410 329
1 183 7.20833 411 322
1 184 7.25 412 315
1 185 7.29167 413 310
1 186 7.33333 414 305
1 187 7.375 414 301
1 188 7.41667 414 296
1 195 7.70833 413 268
1 196 7.75 411 264
1 197 7.79167 410 261
1 198 7.83333 410 259
1 199 7.875 411 256
1 200 7.91667 411 255
1 201 7.95833 411 254
1 202 8 411 253
1 203 8.04167 411 252
1 204 8.08333 411 252
1 205 8.125 410 252
1 206 8.16667 409 257
1 207 8.20833 409 265
1 208 8.25 409 271
1 209 8.29167 409 276
1 210 8.33333 408 284
1 211 8.375 408 294
1 212 8.41667 408 305
1 213 8.45833 408 314
1 214 8.5 408 320
1 215 8.54167 408 328
1 216 8.58333 408 334
1 217 8.625 408 341
1 218 8.66667 409 347
1 219 8.70833 409 351
1 220 8.75 411 355
1 221 8.79167 412 358
1 222 8.83333 413 360
1 223 8.875 413 363
1 224 8.91667 413 364
1 225 8.95833 412 367
1 226 9 409 369
1 227 9.04167 408 369
1 228 9.08333 408 369
1 229 9.125 408 369
1 230 9.16667 408 369
1 231 9.20833 408 369
1 232 9.25 408 369
1 233 9.29167 408 369
1 234 9.33333 408 369
1 235 9.375 408 369
1 236 9.41667 408 370
1 237 9.45833 408 370
1 238 9.5 410 372
